,商品名,价格,店铺,销量,省份
1035,广东湛杨伍仁金腿大月饼 老五仁月饼250g半斤散装多口味中秋送礼,38.8,湛杨食品旗舰店,404.0,广东
1036,华美月饼广式蛋黄莲蓉时尚品味620g中秋节礼品双层礼盒装送礼团购,54.9,忆品味贸易有限公司,744.0,江苏
1037,金尊广东广式月饼礼盒装七星伴月双黄莲蓉豆沙冬蓉中秋送礼铁盒,119.9,金尊旗舰店,163.0,广东
1038,高档华美七星伴月880g大月饼礼盒装蛋黄莲蓉水果味中秋节送礼团购,198.0,安乐安乐年,102.0,广东
1039,百亿补贴【良品铺子-鲜果月饼170g】豆沙月饼散装多口味流心奶黄,22.9,良品铺子旗舰店,591.0,湖北
1040,万寿斋台式桃山皮散装月饼多口味组合装抹茶早餐糕点定制团购批发,34.9,南禾食品专营店,1299.0,江苏
1041,苟记腊味中秋节月饼广式蛋黄莲蓉腊肠多口味礼盒装团购糕点送礼,165.0,苟记食品旗舰店,127.0,广东
1042,百草味台式桃山皮心机月饼120g水果多口味散装零食中秋礼,27.9,天猫超市,530.0,上海
1043,朕的心意故宫月饼禧盒丰泽中秋礼盒360g莲蓉蛋黄紫薯玫瑰中秋送礼,258.0,天猫超市,7.0,上海
1044,知味观港式月饼流心奶黄50g*2只中华老字号糕点点心休闲零食,29.9,天猫超市,586.0,上海
1045,包邮【好想你_630g月饼】中秋广式月饼莲蓉豆沙多口味送礼礼盒,69.9,天猫超市,129.0,上海
1046,稻香村福至月饼礼盒装苏式豆沙月饼广式蛋黄莲蓉多口味送礼团购,110.0,稻香村食品旗舰店,39.0,四川
1047,【金九旗舰店】吴川金九伍仁金腿月饼3斤 中秋月饼Z,298.0,金九旗舰店,440.0,广东
1048,稻香村月饼情满稻香420g中秋月饼礼盒装中秋节礼品蛋黄莲蓉月饼,59.0,稻香村食品旗舰店,300.0,北京
1049,知味观吉祥月中秋节广式月饼礼盒装特产玫瑰豆沙蛋黄莲蓉团购送礼,41.9,知味观官方旗舰店,15.0,浙江
1050,知味观钱塘明月中秋苏式月饼礼盒装老人酥皮百果金腿团购送礼礼品,130.0,知味观官方旗舰店,31.0,浙江
1051,哈根达斯月饼券378型圆满臻萃冰淇淋月饼提货券2020全国通用,247.0,nsqf06,20.0,上海
1052,菓然匠子中秋月饼礼盒装桃山皮精致高颜值桃流心网红糕点心送礼品,128.0,菓然匠子旗舰店,423.0,浙江
1053,木糖醇月饼低无糖精脂果仁馅传统老式散装 多口味老五仁食品,19.9,知心奶奶食品专营店,3214.0,江苏
1054,稻香村月饼礼盒上品荣礼高档装中秋节礼品送礼蛋黄莲蓉多口味月饼,188.0,泽洋伟业食品专营店,155.0,北京
1055,中秋月饼礼盒昆明冠生园云腿月饼600g滇式云南火腿小月饼云腿小饼,59.8,云之冠食品专营店,389.0,云南
1056,旺旺旺月欢聚中秋礼盒黑芝麻松仁综合口味430g广式月饼礼盒送礼*,139.0,旺旺食品旗舰店,381.0,湖南
1057,中国香港进口美心奶黄双式月饼流心奶黄蛋黄广式进口中秋送礼礼盒,298.0,美心海外旗舰店,66.0,香港
1058,哈根达斯月饼券328型金秋恋语冰淇淋月饼提货券江浙户派送到家,200.0,阳阳旺铺2008,10.0,上海
1059,林淑盛温州桥墩镇特产鲜肉五仁蛋黄中秋节送礼盒装团购手工大月饼,34.9,林淑盛旗舰店,4628.0,浙江
1060,少女80斤 流心奶黄月饼礼盒装网红巧克力榴莲中秋节送礼散装团购,89.9,赖哈修,1453.0,福建
1061,中秋月饼点心礼盒装多口味抹茶芒果蔓越莓手工水果糕点零食散装,89.8,王小二旗舰店,25.0,上海
1062,中国香港【奇华饼家月饼】八星聚宝礼盒蛋黄莲蓉月饼进口广式糕点,338.0,奇华礼饼专家旗舰店,126.0,广东
1063,奶黄流心月饼/巧克力流心月饼55g/枚散装/礼盒装中秋送礼佳品包邮,34.9,jiangfeng8541,684.0,江苏
1064,广州酒家月团圆月饼礼盒装送礼蛋黄莲蓉果仁红豆沙多口味月饼团购,138.0,广州酒家久臻专卖店,40.0,广东
1065,杏花楼 嫦娥铁盒中秋月饼礼品盒800g豆沙味传统糕点上海特产批发,85.5,猫诚旗舰店,9.0,上海
1066,元祖月饼券 268型脆雪月中秋冰淇淋月饼礼券月饼票提货券优惠券,209.0,爱的选择love,40.0,上海
1067,2020中秋 哈根达斯联名款Line Friends尊享版 中秋月饼冰淇淋礼券,388.0,哈根达斯旗舰店,32.0,上海
1068,米旗月饼礼盒装诚意心月广式蛋黄米奇月饼散装多口味中秋送礼团购,49.9,闲汇食品企业商城,1214.0,陕西
1069,成都南台月月饼礼盒装送礼潮式酥皮月饼云腿莲蓉蛋黄月饼团购定制,139.0,lbing0401,95.0,四川
1070,猫山王榴莲冰皮月饼 中秋礼品送礼礼盒装60g*6只广式月饼教师节,158.0,十月心语旗舰店,108.0,广东
1071,100枚 水果味小月饼散装多口味老式手工零食广式糕点早餐迷你中秋,7.9,千柏山旗舰店,5500.0,云南
1072,贵州省网红老省医院食堂月饼云腿火腿老式特产盛意职工礼盒顺丰视,58.0,购诺优选,324.0,贵州
1073,香港代购元朗荣华进口港版双黄白莲蓉740g中秋节送礼蛋黄月饼礼盒,188.0,fxx594432838,140.0,香港
1074,【顺丰】中国香港元朗荣华月饼迷你七星伴月月饼中秋送礼礼品礼盒,268.0,元朗荣华官方旗舰店,166.0,广东
1075,天地壹品双黄白莲蓉月饼蛋黄红豆沙广州式中秋散装多口味老式酒家,50.8,天地壹品旗舰店,1063.0,广东
1076,长发鲜肉月饼苏州榴莲豆沙苏式月饼老酥皮西饼特产小吃现烤10只装,39.0,曹东铖,555.0,江苏
1077,YOTIME中秋节广式月饼礼盒装送礼品流心奶黄蛋黄莲豆沙蓉团购定制,129.0,yotime旗舰店,342.0,浙江
1078,星巴克月饼券星情星悦星奕新款中秋礼盒兑换提货卡天津多张包邮,229.68,妍茹玉,67.0,天津
1079,五锦香 伍仁黑椒牛肉大月饼 广西广式吴川五仁金腿叉烧 2斤礼盒装,129.0,五锦香食品,917.0,广西
1080,呈味空间徐福记中秋甄选月饼礼盒装8枚手工流心多口味送礼广式,288.0,徐福记官方旗舰店,3.0,广东
1081,月趣五仁金腿月饼2斤手工老式伍仁火腿广式传统中秋月饼礼盒团购,168.0,hxyong2008,187.0,广东
1082,日威月饼礼悦金秋中秋节广式月饼礼盒装送礼品高档团购蛋黄多口味,138.0,春晗食品专营店,85.0,浙江
1083,优尚优品流心奶黄月饼50g传统糕点散装休闲零食小吃中秋送礼,15.9,天猫超市,275.0,上海
1084,冠生园月饼礼盒秋日思语600g广式月饼礼盒装 送礼,99.0,天猫超市,65.0,上海
1085,荣诚炫彩冰皮饼 240G/盒多味糯米糍冰皮月饼简装礼盒,39.9,天猫超市,375.0,上海
1086,【包邮】徐福记呈味空间呈月漫游礼盒200g中秋月饼送礼网红零食,99.0,天猫超市,8.0,上海
1087,嘉华滇式中秋月饼礼盒440g蛋黄宣威火腿月饼多口味酥皮云南特色,88.0,天猫超市,54.0,上海
1088,稻香村中秋月饼礼盒装蛋黄莲蓉月饼凤梨豆沙传统五仁多口味散装,158.0,稻香村食品旗舰店,675.0,北京
1089,稻香村月饼乐享稻香中秋特产糕点蛋黄莲蓉月饼袋装散装送人零食,19.9,稻香村食品旗舰店,1700.0,北京
1090,知味观知味月宴中秋节礼品月饼礼盒装金华火腿冰心馅团购福利送礼,169.0,知味观官方旗舰店,15.0,浙江
1091,新雅月饼券月饼票 富贵提篮 238型 月饼提货券上海使用包邮,145.0,yunyun票券,36.0,上海
1092,【32.3包邮】丁源兴月饼温州特产五仁酥皮鲜肉中秋大月饼450克,42.3,绿森官方旗舰店,7.0,浙江
1093,马来猫山王榴莲冰皮月饼广式中秋教师节团购送礼高档礼盒装60g*6,238.0,马来猫山王,133.0,广东
1094,杏花楼 迷你铁盒 广式月饼礼盒中秋送礼老式礼品盒装多口味豆沙,95.0,杏花楼食品旗舰店,223.0,上海
1095,星巴克月饼券348/458/598型星情星悦星奕北京 广东深圳江浙沪提货,243.6,snpee,156.0,北京
1096,许氏醇品中秋月饼传统手工高档礼盒包装广台港式流心蛋黄肉五仁,128.0,vivi甲天下,913.0,辽宁
1097,龙华寺净素月饼券票298型感恩中秋月饼礼盒提货券 上海使用包邮,208.0,爱的选择love,30.0,上海
1098,中秋节巧克力月饼礼盒装送礼网红流心冰皮月饼散装多口味团购批发,21.9,怡丰食品专营店,965.0,河南
1099,米旗月饼礼盒装诚意心月500g多口味广式蛋黄米奇中秋送礼批发团购,69.9,闲汇食品专营店,275.0,陕西
1100,荣华月饼双黄白莲蓉月饼礼盒装708g中秋节双黄老广式月饼团购送礼,129.0,荣华东邮专卖店,117.0,广东
1101,老白渡木糖醇无糖精月饼专用五仁双蛋黄莲蓉中秋礼盒装送礼糖尿人,159.0,老白渡旗舰店,791.0,广东
1102,佳宁娜 潮式迷你酥皮芋蓉月饼 中秋月饼礼盒装送礼酥皮月饼蛋黄,128.0,佳宁娜食品旗舰店,386.0,广东
1103,中国香港【奇华饼家月饼】迷你蛋黄白莲蓉月饼礼盒中秋送礼糕点心,228.0,奇华礼饼专家旗舰店,251.0,广东
1104,金苹果月饼广式蛋黄莲蓉五仁豆沙冰皮多口味中秋节礼盒装送礼团购,46.9,金苹果食品官方旗舰店,244.0,安徽
1105,杏花楼月饼券票中秋广式月饼礼盒提货券188型七星伴月 上海使用,126.0,爱的选择love,94.0,上海
1106,上海龙华素斋好运时来苏式月饼礼盒酥皮多口味手工百果椒盐中秋,268.0,tb6744566_88,72.0,上海
1107,3斤金腿五仁叉烧大月饼伍广式五仁1500克礼盒装中秋送礼广西南宁,109.0,海天盛月公馆黄记旗舰店,45.0,广西
1108,广州提货券 哈根达斯冰淇淋月饼券2020 广州月饼票 玲珑心意,214.0,riannelee,32.0,广东
1109,星巴克月饼券星情星悦星奕礼盒月饼券全国通用中秋节送礼福利团购,245.0,集团慧采企业店,336.0,上海
1110,广州酒家月饼八星报喜礼盒装蛋黄白莲蓉广式多口味中秋节送礼团购,138.0,广州酒家宏侨专卖店,215.0,广东
1111,咀香园月饼双黄纯白莲蓉礼盒广州广式月饼中秋节送礼酒家团购铁盒,88.0,瀚进贸易,242.0,广东
1112,昆明冠生园云腿月饼云南特产中秋送礼火腿月饼酥皮滇式多口味,39.8,梅花牌食品旗舰店,959.0,云南
1113,华美御香月双黄白莲蓉月饼720g 中秋蛋黄月饼广式礼盒装送礼团购,83.9,宏侨食品专营店,226.0,广东
1114,徐福记中秋福月享礼月饼礼盒10枚手工蛋黄月饼礼盒送礼多口味500g,268.0,徐福记官方旗舰店,5.0,广东
1115,【直营中国香港美心双黄白莲蓉进口港式蛋黄月饼礼盒,338.0,天猫国际进口超市国内现货,13.0,上海
1116,荣华食品旗舰店荣华月饼蛋黄莲蓉月饼咸蛋黄月饼广式月饼礼盒600g,99.0,荣华食品旗舰店,851.0,广东
1117,香港 奇华金顶四黄纯白莲蓉/四黄金黄莲蓉月饼4个装礼盒2味可选,296.0,美好生活zzx,56.0,广东
1118,潘祥记中秋月饼合家欢960g礼盒装云南云腿月饼滇式宣威火腿月饼,88.0,羽宣食品专营店,94.0,云南
1119,五芳斋月饼酱鸭竹篮礼盒装团购中秋广式月饼蛋黄莲蓉月饼送礼团购,59.9,zhufenglin8,138.0,浙江
1120,中秋节月饼广式双黄白莲蓉七星伴月礼盒装广东蛋黄莲蓉水果多口味,59.8,臻品雅颂,212.0,广东
1121,稻香村月饼礼盒装稻香传承广式蛋黄莲蓉中秋节员工礼品散装多口味,49.9,稻香村星皓专卖店,8500.0,北京
1122,1斤2斤广西合浦五仁叉烧蛋黄莲蓉大月饼老广式传统手工金火腿礼盒,29.8,笑口九企业店,2965.0,广西
1123,8层馅料！闽南大悦饼礼盒香芋麻薯肉松咸蛋黄悦入百万月饼|等一味,98.0,tb_2484622,921.0,福建
1124,嘉华月饼 云腿月饼80gX10枚云南特产多口味散装宣威蛋黄火腿月饼,52.8,嘉华速淘专卖店,643.0,云南
1125,华美月饼 广式经典手工粤工坊蛋黄白莲蓉320g中秋月饼礼盒多口味,39.9,华美东邮专卖店,741.0,广东
1126,广州酒家 芝士流心奶黄月饼礼盒广式月饼中秋节日团购福利送礼,208.0,广州酒家旗舰店,163.0,广东
1127,杏花楼中秋月饼券398型豪华提篮礼盒提货券通用特惠,266.66,新惠票务,34.0,上海
1128,金九湾加料伍仁金腿3斤 广式五仁大月饼湛江吴川团购礼盒一个装,98.0,悦品轩1号店,679.0,广东
1129,杏花楼 多口味月饼100g*10广式中秋散装传统豆沙椰蓉蛋黄五仁莲蓉,90.0,杏花楼食品旗舰店,1911.0,上海
1130,稻香村金秋御礼760g中秋月饼礼盒送人团购零食糕点小吃特产,158.0,天猫超市,9.0,上海
1131,金九蛋黄白莲蓉吴川广式大月饼1斤中秋月饼送礼四蛋黄月饼含礼袋,99.0,天猫超市,25.0,上海
1132,【百亿补贴】稻香村月饼双层礼盒蛋黄莲蓉京式五仁多口味散装中秋,128.0,稻香村食品旗舰店,21.0,北京
1133,稻香村花间中秋月饼礼盒滇式云腿苏式白云酥京式月饼礼盒中秋,128.0,稻香村食品旗舰店,3.0,四川
1134,【包邮】金苹果蛋黄莲蓉月饼400g中秋月饼礼盒中秋送礼广式月饼,39.9,天猫超市,19.0,上海
1135,金苹果秋日思语中秋月饼礼盒660g广式月饼蛋黄莲蓉中秋送礼,69.9,天猫超市,20.0,上海
1136,知味观网红流心奶黄月饼中秋送礼流心酥蛋黄饼送礼礼品,36.9,知味观官方旗舰店,18.0,浙江
1137,吴川金九月饼伍仁金腿2斤五仁火腿大月饼中秋节广式送礼盒装团购,218.0,金九宏侨专卖店,65.0,广东
1138,上海功德林月饼80g上等五仁正果中秋椒盐百果苏式散装素月饼8只装,34.5,爱沃食品专营店,194.0,上海
1139,台湾特产进口老太阳堂酥皮零食酥皮太阳饼装小吃零食中秋月饼礼盒,178.88,guessthink,147.0,上海
1140,月饼礼盒装流心奶黄冰皮巧克力团购员工企业定制logo中秋节送礼品,79.9,嘉兴九间食品专营店,91.0,浙江
1141,佛宾月饼 佛山宾馆月饼 月饼票 莲蓉月饼 佛宾广式双黄白莲蓉月饼,71.0,waterxsx,171.0,广东
1142,【预售】五芳斋新鲜短保月饼中秋礼盒芝麻蔓越莓糯月饼多口味送礼,168.0,五芳斋官方旗舰店,2.0,浙江
1143,【陶陶居】月饼玲珑秋月广州蛋黄白莲蓉560g中秋礼盒送礼团购2,98.0,广州饮食集团旗舰店,909.0,广东
1144,三珍斋竹篮月饼礼盒装广式蛋黄莲蓉散装多口味中秋节礼品团购送礼,39.9,小肉包的小菜包,174.0,浙江
1145,30个苏式酥皮五仁月饼老式大白皮中秋五仁月饼酥饼多口味散装包邮,24.9,么就小咸菜,395.0,山东
1146,稻香村无糖精月饼礼盒木糖醇月饼糖尿病人可食糕点老北京食品月饼,79.9,峰棋伟业食品专营店,167.0,北京
1147,流心奶黄月饼中秋送礼精美礼盒装蛋黄流沙港式月饼高端送人糕点,138.0,舌尖口袋旗舰店,119.0,广西
1148,吉兴祥云腿月饼100g*10枚云南特产滇式糕点酥皮火腿纸包中秋月饼,19.8,吉兴祥旗舰店,1143.0,云南
1149,故宫食品蛋黄月莲蓉红豆五仁豆沙定制月饼中秋礼盒装圆盒送礼团购,398.0,惟正品,21.0,北京
1150,2000g云南云腿月饼 云南特产月饼云腿宣威火腿饼中秋纸包月饼批发,39.8,籁凡食品专营店,244.0,云南
1151,嘉威朗五仁月饼老式手工广式蛋黄莲蓉豆沙散装多口味中秋月饼礼盒,38.8,朗食品旗舰店,15000.0,广东
1152,中国香港美心双黄莲蓉月饼礼盒装进口蛋黄顺丰港式中秋礼品送礼,258.0,lzcwzxx,70.0,广东
1153,2袋四川老式月饼蓬溪特产冰糖花生月饼油纸饼冰桔饼五仁月饼20个,25.8,不洛阁,539.0,四川
1154,月饼礼盒装送礼网红桃山皮散装多口味蛋黄莲蓉冰皮水果中秋节礼品,9.9,享食者旗舰店,5500.0,江苏
1155,奇华饼家三丽鸥联名奶皇月饼凯蒂猫奶黄味酷企鹅巧克力味月饼,90.0,奇华礼饼专家旗舰店,679.0,广东
1156,中国香港美心流心四式月饼礼盒流沙奶黄蛋黄芝士巧克力焦糖中秋,348.0,深圳天成食品专营店,83.0,广东
1157,漫食界月饼礼盒装蛋黄莲蓉五仁豆沙广式多口味中秋送礼品团购批发,33.9,漫食界旗舰店,812.0,江苏
1158,三珍斋中秋月饼礼盒装定制广式蛋黄莲蓉流心奶黄糕点点心团购送礼,128.0,九和食品专营店,193.0,浙江
1159,中秋月饼经典传承惠州惠东吉隆郭师傅叉烧皇伍仁豆沙蛋黄莲蓉月饼,39.0,hzjiajie,238.0,广东
1160,老五仁月饼伍仁广式老式传统 手工中秋节礼盒装礼品送礼物125g*4,119.0,老白渡旗舰店,126.0,广东
1161,杏花楼小月饼100g*4多口味上海广式散装中秋豆沙椰蓉五仁蛋黄莲蓉,34.0,猫诚旗舰店,79.0,安徽
1162,好利来月饼礼遇金秋礼盒6枚中秋送礼广式五仁蛋黄【单发顺丰包邮,166.0,好利来官方旗舰店,143.0,北京
1163,好利来中秋月饼吉祥如意月饼礼盒装送礼6枚【单发 顺丰陆运包邮】,166.0,好利来官方旗舰店,28.0,北京
1164,天地壹品月饼礼盒装送礼白莲蓉蛋黄红豆沙广州式中秋老式酒家椰蓉,39.9,天地壹品旗舰店,998.0,广东
1165,广州酒家冰炫七星冰皮礼盒芒果草莓巧克力流心广式月饼中秋送礼,203.0,广州酒家旗舰店,94.0,广东
1166,广州酒家流心奶黄月饼燕窝蔓越莓酥皮低糖礼盒装中秋广式糕点,299.0,泪丿恋,110.0,广东
1167,稻香村月饼礼盒稻香雅月广式月饼高档双层稻花香月饼中秋送人团购,218.0,多点诚意食品专营店,35.0,北京
1168,稻香村月饼礼盒广式蛋黄莲蓉京式五仁豆沙多口味月饼中秋特产团购,188.0,沃滋食品专营店,269.0,北京
1169,星巴克月饼券票月饼礼盒提货券348星情458星悦598星奕江浙沪/全国,243.6,东方礼品专卖店,334.0,上海
1170,华美月饼时尚双蛋黄纯白莲蓉中秋节广式散装豆沙多口味礼盒装送礼,58.0,际诚食品专营店,109.0,广东
1171,五芳斋中秋节汐月饼双层竹篮礼品盒精装团购送广式莲蓉多口味糕点,59.9,七星供销社集市商城,205.0,浙江
1172,多口味木糖醇低无糖精月饼脂卡无蔗糖五仁豆沙糖尿饼病老年人食品,19.9,康贤食品专营店,1676.0,上海
